Rk,Player,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,MVP
1419,Corey Kispert,2021-22,22,WAS,77,36,0,1801,234,514,122,194,112,320,54,62,53,156,209,85,35,22,50,93,634,0.455,0.629,0.35,0.871,0.586,0.564,G-F,FALSE
1420,Maxi Kleber,2021-22,30,DAL,59,21,0,1450,141,354,58,99,83,255,46,65,70,280,350,68,30,58,47,137,411,0.398,0.586,0.325,0.708,0.537,0.516,F,FALSE
1421,Brandon Knight,2021-22,30,DAL,5,0,0,65,10,25,6,8,4,17,8,8,0,8,8,8,1,0,4,5,32,0.4,0.75,0.235,1,0.561,0.48,G,FALSE
1422,Nathan Knight,2021-22,24,MIN,37,2,0,267,45,88,41,75,4,13,44,60,32,53,85,22,7,8,18,42,138,0.511,0.547,0.308,0.733,0.603,0.534,F-C,FALSE
1423,Kevin Knox,2021-22,22,ATLNYK,30,0,0,222,31,85,16,31,15,54,16,22,14,30,44,10,4,2,7,19,93,0.365,0.516,0.278,0.727,0.491,0.453,F,FALSE
1424,John Konchar,2021-22,25,MEM,72,7,0,1292,135,262,83,136,52,126,27,49,87,242,329,109,45,22,29,90,349,0.515,0.61,0.413,0.551,0.615,0.615,G,FALSE
1425,Furkan Korkmaz,2021-22,24,PHI,67,19,0,1414,182,470,105,204,77,266,68,84,22,153,175,127,33,9,48,58,509,0.387,0.515,0.289,0.81,0.502,0.469,G,FALSE
1426,Luke Kornet,2021-22,26,BOSCLEMIL,15,0,0,103,13,27,13,22,0,5,4,6,13,16,29,9,3,3,0,9,30,0.481,0.591,0,0.667,0.506,0.481,C-F,FALSE
1427,Vit Krejci,2021-22,21,OKC,30,8,0,690,68,167,36,69,32,98,19,22,18,83,101,57,19,8,29,65,187,0.407,0.522,0.327,0.864,0.529,0.503,G,FALSE
1428,Arnoldas Kulboka,2021-22,24,CHO,2,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,F,FALSE
1429,Jonathan Kuminga,2021-22,19,GSW,70,12,0,1185,236,460,186,311,50,149,130,190,54,180,234,64,31,22,74,146,652,0.513,0.598,0.336,0.684,0.6,0.567,F,FALSE
1430,Kyle Kuzma,2021-22,26,WAS,66,66,0,2204,423,936,295,561,128,375,156,219,70,491,561,233,42,57,169,128,1130,0.452,0.526,0.341,0.712,0.547,0.52,F,FALSE
1431,Anthony Lamb,2021-22,24,SAS,2,0,0,8,0,2,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,,0,,0,0,F,FALSE
1432,Jeremy Lamb,2021-22,29,INDSAC,56,0,0,935,133,347,78,177,55,170,89,106,26,128,154,81,31,22,37,59,410,0.383,0.441,0.324,0.84,0.521,0.463,G-F,FALSE
1433,Jock Landale,2021-22,26,SAS,54,1,0,589,101,204,72,115,29,89,34,41,63,75,138,45,10,14,31,53,265,0.495,0.626,0.326,0.829,0.597,0.566,C,FALSE
1434,Romeo Langford,2021-22,22,BOSSAS,48,5,0,771,83,191,54,106,29,85,23,42,30,78,108,21,22,16,16,47,218,0.435,0.509,0.341,0.548,0.52,0.51,G,FALSE
1435,Zach LaVine,2021-22,26,CHI,67,67,1,2328,565,1186,380,711,185,475,320,375,22,286,308,303,41,23,171,120,1635,0.476,0.534,0.389,0.853,0.605,0.554,G-F,FALSE
1436,Jake Layman,2021-22,27,MIN,34,1,0,231,30,73,22,38,8,35,13,18,6,30,36,9,7,5,10,12,81,0.411,0.579,0.229,0.722,0.5,0.466,F,FALSE
1437,Damion Lee,2021-22,29,GSW,63,5,0,1256,169,383,106,196,63,187,66,75,27,176,203,63,39,6,38,95,467,0.441,0.541,0.337,0.88,0.561,0.523,G,FALSE
1438,Saben Lee,2021-22,22,DET,37,0,0,604,69,177,55,117,14,60,56,71,18,69,87,107,36,12,36,44,208,0.39,0.47,0.233,0.789,0.499,0.429,G,FALSE
1439,Alex Len,2021-22,28,SAC,39,10,0,620,94,176,88,155,6,21,41,63,52,109,161,45,13,25,43,100,235,0.534,0.568,0.286,0.651,0.577,0.551,C,FALSE
1440,Caris LeVert,2021-22,27,CLEIND,58,49,0,1781,379,854,297,598,82,256,146,193,43,171,214,248,51,23,108,131,986,0.444,0.497,0.32,0.756,0.525,0.492,G-F,FALSE
1441,Kira Lewis Jr.,2021-22,20,NOP,24,0,0,341,59,146,46,88,13,58,10,12,9,30,39,49,11,1,26,17,141,0.404,0.523,0.224,0.833,0.466,0.449,G,FALSE
1442,Scottie Lewis,2021-22,21,CHO,2,0,0,7,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,1,,,,0.5,0.568,,G,FALSE
1443,Damian Lillard,2021-22,31,POR,29,29,0,1056,222,552,130,268,92,284,159,181,13,107,120,212,17,11,83,37,695,0.402,0.485,0.324,0.878,0.55,0.486,G,FALSE
1444,Nassir Little,2021-22,21,POR,42,23,0,1088,145,315,94,161,51,154,69,94,58,178,236,54,25,36,40,82,410,0.46,0.584,0.331,0.734,0.575,0.541,F,FALSE
1445,Isaiah Livers,2021-22,23,DET,19,5,0,383,41,90,14,26,27,64,12,14,15,42,57,21,13,7,15,37,121,0.456,0.538,0.422,0.857,0.629,0.606,F,FALSE
1446,Kevon Looney,2021-22,25,GSW,82,80,0,1732,208,364,208,363,0,1,75,125,208,388,596,165,50,52,67,215,491,0.571,0.573,0,0.6,0.586,0.571,F-C,FALSE
1447,Brook Lopez,2021-22,33,MIL,13,11,0,298,61,131,42,78,19,53,20,23,19,34,53,6,8,15,12,34,161,0.466,0.538,0.358,0.87,0.57,0.538,C,FALSE
1448,Robin Lopez,2021-22,33,ORL,36,9,0,612,110,199,108,193,2,6,32,54,68,58,126,54,2,18,44,67,254,0.553,0.56,0.333,0.593,0.57,0.558,C,FALSE
1449,Didi Louzada,2021-22,22,NOPPOR,9,1,0,129,12,33,3,10,9,23,2,2,5,12,17,5,2,2,5,13,35,0.364,0.3,0.391,1,0.517,0.5,G,FALSE
1450,Kevin Love,2021-22,33,CLE,74,4,0,1665,327,761,140,284,187,477,166,198,87,449,536,160,26,18,98,101,1007,0.43,0.493,0.392,0.838,0.594,0.553,F-C,FALSE
1451,Kyle Lowry,2021-22,35,MIA,63,63,0,2133,276,627,132,245,144,382,148,174,33,249,282,474,67,17,168,177,844,0.44,0.539,0.377,0.851,0.6,0.555,G,FALSE
1452,Gabriel Lundberg,2021-22,27,PHO,4,0,0,44,5,19,2,11,3,8,0,0,2,5,7,11,3,0,3,7,13,0.263,0.182,0.375,,0.342,0.342,G,FALSE
1453,Timothé Luwawu-Cabarrot,2021-22,26,ATL,52,18,0,685,74,186,30,64,44,122,35,41,17,65,82,40,18,6,20,76,227,0.398,0.469,0.361,0.854,0.556,0.516,F,FALSE
1454,Trey Lyles,2021-22,26,DETSAC,75,23,0,1537,262,562,195,353,67,209,195,243,89,290,379,88,29,32,73,123,786,0.466,0.552,0.321,0.802,0.588,0.526,F,FALSE
1455,Théo Maledon,2021-22,20,OKC,51,7,0,908,119,317,75,167,44,150,79,100,20,111,131,111,31,11,65,67,361,0.375,0.449,0.293,0.79,0.5,0.445,G,FALSE
1456,Sandro Mamukelashvili,2021-22,22,MIL,41,3,0,407,57,115,35,63,22,52,18,22,35,47,82,22,9,9,15,28,154,0.496,0.556,0.423,0.818,0.618,0.591,C-F,FALSE
1457,Terance Mann,2021-22,25,LAC,81,33,0,2317,334,690,258,482,76,208,128,164,104,321,425,209,55,21,84,178,872,0.484,0.535,0.365,0.78,0.572,0.539,G-F,FALSE
1458,Tre Mann,2021-22,20,OKC,60,26,0,1367,231,588,133,316,98,272,65,82,25,146,171,91,47,12,71,102,625,0.393,0.421,0.36,0.793,0.501,0.476,G,FALSE
1459,Boban Marjanović,2021-22,33,DAL,23,0,0,128,42,70,41,66,1,4,13,22,8,31,39,3,0,3,15,24,98,0.6,0.621,0.25,0.591,0.615,0.607,C,FALSE
1460,Lauri Markkanen,2021-22,24,CLE,61,61,0,1878,313,703,177,323,136,380,138,159,59,286,345,81,45,30,54,130,900,0.445,0.548,0.358,0.868,0.582,0.542,F-C,FALSE
1461,Naji Marshall,2021-22,24,NOP,55,4,0,735,109,269,88,164,21,105,74,93,38,104,142,62,33,8,46,69,313,0.405,0.537,0.2,0.796,0.505,0.444,F,FALSE
1462,Caleb Martin,2021-22,26,MIA,60,12,0,1372,208,410,144,255,64,155,71,93,70,160,230,64,58,30,52,104,551,0.507,0.565,0.413,0.763,0.611,0.585,F,FALSE
1463,Cody Martin,2021-22,26,CHO,71,11,0,1866,204,423,143,264,61,159,75,107,82,203,285,179,88,32,61,116,544,0.482,0.542,0.384,0.701,0.579,0.554,G-F,FALSE
1464,Kelan Martin,2021-22,26,BOSIND,30,1,0,450,70,171,48,96,22,75,9,13,17,38,55,21,13,9,14,36,171,0.409,0.5,0.293,0.692,0.484,0.474,F,FALSE
1465,KJ Martin,2021-22,21,HOU,79,2,0,1656,279,523,219,355,60,168,78,123,80,217,297,101,34,40,60,113,696,0.533,0.617,0.357,0.634,0.603,0.591,F,FALSE
1466,Garrison Mathews,2021-22,25,HOU,65,33,0,1712,184,461,45,75,139,386,143,180,32,158,190,64,57,24,41,168,650,0.399,0.6,0.36,0.794,0.602,0.55,G,FALSE
1467,Dakota Mathias,2021-22,26,MEM,6,0,0,16,2,6,0,0,2,6,0,0,0,2,2,1,1,0,0,1,6,0.333,,0.333,,0.5,0.5,G,FALSE
1468,Wesley Matthews,2021-22,35,MIL,49,14,0,1002,87,220,34,63,53,157,22,28,30,62,92,36,23,8,18,87,249,0.395,0.54,0.338,0.786,0.536,0.516,G,FALSE
1469,Tyrese Maxey,2021-22,21,PHI,75,74,0,2650,483,995,351,686,132,309,213,246,26,214,240,321,55,32,88,156,1311,0.485,0.512,0.427,0.866,0.594,0.552,G,FALSE
1470,Skylar Mays,2021-22,24,ATL,28,5,0,220,32,64,24,39,8,25,8,9,5,20,25,17,7,0,10,9,80,0.5,0.615,0.32,0.889,0.589,0.563,G,FALSE
1471,Miles McBride,2021-22,21,NYK,40,2,0,372,32,108,15,40,17,68,8,12,4,38,42,41,14,1,5,45,89,0.296,0.375,0.25,0.667,0.393,0.375,G,FALSE
1472,Mac McClung,2021-22,23,CHILAL,2,0,0,25,3,6,2,3,1,3,1,1,0,3,3,1,1,1,3,5,8,0.5,0.667,0.333,1,0.621,0.583,G,FALSE
1473,CJ McCollum,2021-22,30,NOPPOR,62,62,0,2145,536,1164,354,695,182,469,116,170,53,216,269,315,70,22,127,121,1370,0.46,0.509,0.388,0.682,0.553,0.539,G,FALSE
1474,T.J. McConnell,2021-22,29,IND,27,8,0,652,100,208,90,175,10,33,19,23,20,70,90,131,29,10,29,53,229,0.481,0.514,0.303,0.826,0.525,0.505,G,FALSE
1475,Jalen McDaniels,2021-22,24,CHO,55,2,0,895,123,254,82,146,41,108,53,72,37,133,170,58,26,22,36,93,340,0.484,0.562,0.38,0.736,0.595,0.565,F,FALSE
1476,Jaden McDaniels,2021-22,21,MIN,70,31,0,1803,255,554,175,302,80,252,57,71,76,217,293,79,52,54,75,224,647,0.46,0.579,0.317,0.803,0.553,0.532,F,FALSE
1477,Doug McDermott,2021-22,30,SAS,51,51,0,1223,215,465,107,209,108,256,40,51,18,97,115,64,13,6,43,79,578,0.462,0.512,0.422,0.784,0.593,0.578,F,FALSE
1478,JaVale McGee,2021-22,34,PHO,74,17,0,1172,288,458,286,449,2,9,102,146,163,333,496,42,22,81,98,181,680,0.629,0.637,0.222,0.699,0.651,0.631,C,FALSE
1479,Cameron McGriff,2021-22,24,POR,3,0,0,46,5,14,3,8,2,6,2,2,6,9,15,3,0,1,0,7,14,0.357,0.375,0.333,1,0.47,0.429,F,FALSE
1480,Rodney McGruder,2021-22,30,DET,51,2,0,754,98,225,40,79,58,146,19,26,31,80,111,48,21,7,24,58,273,0.436,0.506,0.397,0.731,0.577,0.564,G,FALSE
1481,Alfonzo McKinnie,2021-22,29,CHI,17,3,0,206,24,61,15,34,9,27,2,8,13,20,33,5,2,3,7,26,59,0.393,0.441,0.333,0.25,0.457,0.467,F,FALSE
1482,JaQuori McLaughlin,2021-22,24,DAL,4,0,0,11,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,,0,0,G,FALSE
1483,Jordan McLaughlin,2021-22,25,MIN,62,3,0,902,88,200,61,115,27,85,30,40,22,72,94,180,57,10,38,54,233,0.44,0.53,0.318,0.75,0.535,0.508,G,FALSE
1484,Ben McLemore,2021-22,28,POR,64,6,0,1285,216,539,65,122,151,417,72,88,12,91,103,59,38,10,55,103,655,0.401,0.533,0.362,0.818,0.567,0.541,G,FALSE
1485,De'Anthony Melton,2021-22,23,MEM,73,15,0,1657,281,695,142,323,139,372,90,120,64,264,328,194,104,39,112,128,791,0.404,0.44,0.374,0.75,0.529,0.504,G,FALSE
1486,Sam Merrill,2021-22,25,MEM,6,0,0,58,8,24,1,1,7,23,2,4,1,6,7,4,0,0,2,3,25,0.333,1,0.304,0.5,0.485,0.479,G,FALSE
